89105,"I have a graph $G$ whose minimum vertex degree is $\delta=7$.
I am seeking an upper bound on the domination number $\gamma(G)$
in terms of the number of vertices $n$ of $G$.
I found a paper by
Edwin Clark Boris Shekhtman Stephen Suen and David Fisher 
""Upper bounds for the domination number of a graph"" Congressus 
Numerantium 132:99–124 1998 (CiteSeer link)
that implies a bound of about $0.31 n$ (more precisely $(18286568 / 58640175)n$).
I was hoping for a smaller upper bound.  Perhaps there have been advances since that paper?
Any pointers to relevant literature would be much appreciated.  Thanks!
",Bound on graph domination number when min degree is 7
89106,"Consider a list $\boldsymbol{x}=x_0x_1\ldotsx_{n-1}$ which we consider to be circular by taking the subscripts modulo $n$.  The entries in the list are distinct integers.

A local pattern is a Boolean expression $P(i)$ involving inequalities between the values $x_ix_{i+1}\ldotsx_{i+k}$ for some constant $k$.  For example we might have $P(i)=(x_i\lt x_{i+1})\wedge(x_i\lt x_{i+2})$. ""Finding $P~$ in $\boldsymbol{x}$"" means
finding a value of $i$ for which $P(i)$ is true or determining that there is no such $i$.

Trivially we can find any local pattern in $\boldsymbol{x}$ in $O(n)$ time just by trying each $i$.  Perhaps surprisingly some nontrivial local patterns can be found in $O(\log n)$ time. Consider the pattern for a local minimum $P(i)=(x_i\gt x_{i+1})\wedge(x_{i+1}\lt x_{i+2})$.  Choose any three distinct entries $x_ix_jx_k$ where $x_j$ is the least.  Without loss of generality we can assume that $0\le i\lt j\lt k\lt n$. Let $\ell~$ be the midpoint (rounded towards $j$) of the longest of the intervals $[ij]$ and $[jk]$.  If $x_j\lt x_\ell$ $x_j$ is the least of $x_ix_jx_\ell$ while if $x_j\gt x_\ell$ $x_\ell$ is the least of $x_jx_\ellx_k$. It is easy to see that continuing in this fashion finds a local minimum in $O(\log n)$ steps.

The question is: which local patterns can be found in $O(\log n)$ steps?
",Finding local patterns in a circular list
89110,"Jacquet Piateski-Shapiro and Shalika defined new vectors for generic representations of $GL(nF)$ where $F$ is a non-archimedean local field. I know that this notion has been extended to $GSp(4F)$. Is there an extension to other $p$-adic groups?
",New vectors for $p$-adic groups
89116,"(I first recall the definitions but specialists can probably go directly to the question.)

A twist map of the annulus $A=(\mathbb R/\mathbb Z)\times \mathbb R$ is an orientation preserving homeomorphism $f=(f_1f_2):A\to A$ that satisfies the ""twist condition"": for every $x_1$ the function $f_1(x_1x_2)$ is strictly monotone in $x_2$. Here $f_1$ and $f_2$ are the two coordinate components of $f$ and monotonicity in $\mathbb R/\mathbb Z$ should be taken to mean the monotonicity of a lifting of the corresponding function to $\mathbb R$. 

Twist maps of the annulus have been studied a lot in the measure-preserving case notably in the development of Mather-Aubry theory. For a map $f$ to be measure preserving means that for every Lebesgue-measurable set $U$ $\mu(U)=\mu(f^{-1}(U))$ where $\mu$ denotes Lebesgue measure.

A twist map $f$ is topologically conjugate to another map $g$ if there exists a homeomorphism $\phi : A\to A$ such that $f=\phi^{-1}\circ g\circ \phi$.

Question. Do there exist twist maps of the annulus that are not topologically conjugate to a map that preserves the measure? In particular are there any twist maps where Mather-Aubry theory does not hold?

Thank you in advance!
",Twist maps of the annulus
89117,"Let A be a G-group i.e. a set on which G acts on has a group structure and satisfies $^s(xy)=^s x ^s y$ for all $xy \in A \  s \in G$. A homogeneous principal space P is a non-empty G-set on which A acts on the right in a manner competible with G and satisfy the following: $\forall xy \in P : \exists ! a \in A : \ y = x \bullet a$ (i.e. there is a unique such $a \in A$).

A cocycle in $Z^1(GA)$ is a map from G to A  $ s \mapsto a_s $ which is continuous and such that $a_{st} = a_s \ ^s a_t$ for all $st \in G$. Cocycle $ab$ are cohomologous if there is $c \in A$ such that $b=c^{-1} a_s \ ^s c$. The set of these classes of cocycles is $H^1(GA)$.

After these prequisties I present the question. A theorem says that:


  Let  A be a G-group. There is a bijection between the set of classes of principal homogeneous over A (which we denote $P(A)$ and the set $H^1(GS)$.


Serre's proof is as follows he defines a map $\lambda : P(A) \to H^1(GA)$ in the following way:
For $P \in P(A)$ choose $x \in P$. If $s \in G$ then $^sx \in P$ and therefore there exists $a_s \in A$ such that $^sx = x \bullet a_s$. The map $s \mapsto a_s$ defined by choosing this x defines a cocycle and one can check that by substituing $x \bullet b$ one get a cohomologeous cycle and thus $\lambda (P)$ is defined as the class of $a_s$. 

The following isn't clear to me:
Now we want to do the opposite define a map $\mu : H^1(GA) \to P(A)$.
If $a_s \in Z^1(GA)$ one denotes by $P_a$ the group A on which G acts by the following ""twisted"" formula: $x \star s =?= ^{s}'x = a_s \cdot ^sx$. A is given how then we can build another group and call it A? I think that the formula defines a new action of G on $P_a$ (which I don't understand what is it and where it lies I think but not sure that $P_a \subset A$).
Then he says that if we let A act on the right on $P_a$ by translation - I don't to what action he means - then one obtain a principal homogeneous space (need to prove that). Then $\mu$ will map $a_s$ to this space and cohomologeous cocycles to isomorphic spaces.

The final part of the proof is to check that $\lambda \circ \mu = id$ and $\mu \circ \lambda = id$.

Thanks in advance
Zachi Evenor
",Isomorphism between the set of classes of Principal Homogeneous spaces and non-Abelian H^1(GA) cohomology
89118,"Are Schur functors and categorification somehow related ?

If yes probably looking on Schur functors (which I know) one can illustrate on this example  why ""categorification"" (which I do not know) is so important/popular now ? 
(I am intersted to learn somehting about ""categorification"" but I would prefer to have
some ""good entering point"" meaning to relate it to what I know).

Schur functors - are some functors from category of vector spaces to itself.
http://en.wikipedia.org/wiki/Schur_functor
For example take vector space and send it to $S^n(V)$ n-th symmetric power (can be antisymmetric).

""Categorification"" - briefly looking at MO discussions about it and abstracts of some papers I got an impression that it is about realizing certain algebras as functors of some categories.
For example abstact of Khovanov's lectures  http://arxiv.org/abs/1008.5084 contains the
following sentence "" diagrammatic categorification of positive halves of quantum groups"".
 Is my understanding  correct ?

PS

http://mathoverflow.net/questions/4841/what-precisely-is-categorification

http://mathoverflow.net/questions/89001/algebraic-relations-between-schur-functors
",Categorification and Schur functors 
89120,"Let $u(x t)$ be a solution of $u_t=u_{xx}$ in the domain $x>0 t>0$. We also have the initial condition $u(x0)=g(x)$ and the boundary condition $u(0t)=h(t)$. Do we have maximum principle in this case? Can we conclude that $u(xt)$ is bounded if we assume both $g$ and $h$ are bounded? If not what additional condition shall we impose? Thanks!
",Maximum principle for heat equation on infinite domain
89121,"I'm trying to determine the stabilizer of a line in a plane when acted upon by the group of isometries of the plane. Please note that I'm using the notation found in the Wikipedia article on Euclidean plane isometries.

I've identified (and hopefully exhausted) the following isometries that will 'fix' a line $l$ set-wise. For the point-wise case clearly only the identity transformation will work.


The identity transformation
Rotation about a point on the line by $\pi$ radians i.e. $R_{c\pi}$ for any point $c$ on the line $l$. I think this can also be expressed as $R_{c\pi}=T_cR_{\pi}T_{-c}$
Translation in a direction parallel to the line i.e. $T_v$ where $v$ is a vector parallel to $l$
Reflection about $l$ itself i.e. $F_{\alphau}$ for any $\alpha$ lying on $l$ $u$ perpendicular to $l$
Reflection about any line perpendicular to $l$ i.e. $F_{\beta v}$ for any $\beta$ in the plane with $v$ parallel to $l$


I can't think of any more but if I've missed any out I'd be very grateful to learn of them. This leads me into my questions:


  How can I 'formally' express the response to the given question:
  
  The group G of isometries of the plane acts on the set of lines in the plane. Determine
  the stabilizer of a line in the plane.


Is there a better way of responding than just listing the isometries as I have done here? i.e. Can we notate the set of the required isomteries more neatly?

Also 


  How can I express reflections of the form $F_{\gammaw}$ for some point $\gamma$ and some vector $w$ in the plane in terms of translations by some vector rotations about some point and reflections about the $e_1$ axis? I book I'm working through by Artin states that any isometry $m$ can be written in the form $m=T_aR_{0\theta}$ or $m=T_aR_{0\theta}r$ where $r$ is a reflection in the $e_1$ axis.


Many thanks to anyone who can help. Best
",Action of Isometries on a Line in the Plane
89124,"Suppose I'm trying to estimate the spectral radius of a square $n \times n$ matrix $A$
and let $N$ be a distribution over Gaussian i.i.d. vectors of length $n$.

Is the following lemma true:
If the spectral radius of $A$ is larger than $\epsilon$ then with probability at least 
$1/poly(n)$ a vector $v$ sampled according to $N$ will have $\frac{|v^T A v|}{\left\|v\right\|^2}>\epsilon$.
",Estimating spectral radius with a Gaussian vector
89125,"For scalar variables $x$ we have a simple solution for the following problem.
\begin{eqnarray}
\min_x&amp;&amp;\alpha(x-a)^2+\beta(x-b)^2 \\
\mathrm{s.t. }&amp;&amp;x\leq a\\
              &amp;&amp;x\leq b
\end{eqnarray}
where $\alpha\beta>0$.

The optimal solution $x=\min(ab)$ is straightforward and independent of $\alpha\beta$.

However in the case of real symmetrical matrix variables the problem seems to be much more complex because the relationship $\leq$ in constraints has to be replaced with $\preceq$ which is a more complex relationship defined as
$$
A\preceq B\Leftrightarrow A-B\preceq0
$$
where $A\preceq0$ means $A$ is negative semi-definite.

Then the problem above is reformulated as following with matrix variables.
Assume that all matrices in this problem are real symmetrical.
\begin{eqnarray}
\min_X&amp;&amp;\alpha\|X-A\|_F^2+\beta\|X-B\|_F^2\\
\mathrm{s.t.}&amp;&amp;X\preceq A\\
             &amp;&amp;X\preceq B
\end{eqnarray}
where $\alpha\beta\geq0$.

If $A$ and $B$ can be diagonalized by the same orthogonal matrix $U$ the problem reduces to a the problems of eigenvalues since
$$
\alpha\|X-A\|_F^2+\beta\|X-B\|_F^2=\alpha\|\tilde{X}-\Lambda\|_F^2+\beta\|\tilde{X}-\Theta\|_F^2
$$
and
\begin{eqnarray}
X\preceq A\Leftrightarrow\tilde{X}\preceq\Lambda\\
Y\preceq B\Leftrightarrow\tilde{X}\preceq\Theta
\end{eqnarray}
where $\tilde{X}=U^\top XU$ $\Lambda=U^\top AU$ $\Theta=U^\top BU$.
Since $\Lambda$ and $\Theta$ are diagonal matrices the problem can decompose to sum of some scalar variables and solved independently.

However how to solve it if $A$ and $B$ have different eigenvectors? Is the solution independent of $\alpha$ and $\beta$ yet?

Could any one be so kind to help me with the question or give some suggestions? Thank you very much!
",What is the minimum of the Frobenius norm in the intersection of positive semidefinite cones?
89127,"Given positive integers $d$ and $v$ with $v \geq d+1$ does there always exist a (convex) vertex-transitive $d$-polytope with $v$ vertices?  It seems that the answer should be ""obviously"" true but I don't know of any natural constructions.  A couple of points:

1) If the question is changed to the existence of regular polytopes (i.e. polytopes that are transitive with respect to all the faces) then the answer if 'no' at least for arbitrary $v$.

2) For $d = 2$ the answer is trivially 'yes' by taking the convex hull of $v$ equi-spaced points on the circle.
",Vertex-transitive polytopes in any dimension with any number of vertices?
89129,"This may be an ill-posed question but suppose I have a collection of continuous bounded scalar-valued nonnegative functions $f_1(xy)\dotsf_n(x.y)$ defined on the closed unit disk.  Given a collection of scalars $a_1\dotsa_n$ define

$R_i = \{(xy) : f_i(xy) + a_i \leq f_j(xy) + a_j \ \forall j \ \} $

for each index $i$.  Are there any sufficient conditions I can impose on these functions that will guarantee that the $R_i$ are connected for all $a_i$?  It works if the functions are linear for example (since the $R_i$ end up being convex) but I'd like something as general as possible.
",Connected level sets
89132,"The Eilenberg-Mazur swindle shows that the Grothendieck group of an additive category with countable coproducts is trivial. The strategy is to observe that any ""Euler characteristic"" $\chi$ on such a category must be zero because for any object $P$ we have $$P \oplus \bigoplus_{i=1}^\infty P \simeq \bigoplus_{i = 1}^\infty P$$
which implies that $\chi(P) + \chi(Q) = \chi(Q)$ for $Q = \bigoplus_{i=1}^\infty P$. 

Is there any analog for the higher $K_i$ (of say an exact category in Quillen's sense)? I don't know any simple way of thinking of the higher $K_i$ (e.g. via Euler characteristics) but it would be interesting if say the associated K-theory space somehow had to be contractible. 
",Eilenberg-Mazur swindle for higher K groups
89136,"Take the following small model for the category of finite-dimensional vector spaces and isomorphisms: The set of objects is $\mathbb{N}$ and the set of morphisms $Mor(nm)$ is empty if $n \neq m$ and $U(n)$ otherwise. If we take the classifying space of that we get $\coprod_{n \in \mathbb{N}} BU(n)$. 


  What happens if we take $Mor(nm) = Emb(\mathbb{C}^n \mathbb{C}^m)$ where the latter denotes the space of isometric linear maps instead i.e. what is the homotopy type of the corresponding classifying space?


Note that $\mathbb{N}$ does not contain zero so there is a priori no reason why this should be contractible. Moreover there is a map from $\coprod_{n \in \mathbb{N}} BU(n)$ into the space described above induced by the canonical functor. Nevertheless it is connected since there is always a canonical embedding $\mathbb{C}^n \to \mathbb{C}^m$ for $m \geq n$. 

So my guess would be that this is a model for $BU$ since it somehow looks like some kind of telescope construction. But I could not prove this because there is no canonical extension of an embedding $\mathbb{C}^n \to \mathbb{C}^m$ to a unitary. So am I right or is this just another elaborate description of the point?
",classifying space of linear embeddings
89142,"Let $L \subseteq A^\star$ be a formal language over $A$ generated by a context-free grammar and $L' = A^\star - L$ be the relative complement in $A^\star$.

If $L$ and $L'$ are both context-free are they necessarily deterministic context-free?
",Are context-free languages with context-free complements necessarily deterministic context-free?
89144,"I encountered an interesting function which is called ""Eulerian"" by the Wolfram's MathWorld:

$$\phi(q)=\prod_{k=1}^{\infty} (1-q^{k})$$

It is interesting because it is claimed that roots of any polynomial can be expressed in this function and elementary functions. Is this true and how the roots of arbitrary polynomial can be expressed?

P.S. In Mathematica this function is inplemented as QPochhammer[q]
",Can roots of any polynomial be expressed using Eulerian function?
89145,"Hi
   Please consider this object:  Start with a realization of Brownian motion in 2D which I'll denote by rho(t) where -infinity &lt; t &lt;  +infinity.  Next lets smooth rho. There are various ways of doing this. To save space I'll leave it to your imagination.   But the point is that at short length scales the smoothed rho looks like a smooth continuous curve but as you zoom out it looks more and more like the original Brownian path. By the way in the process of smoothing rho  I think the original time parameter is effectively lost.     

So I claim two things. 

1) You can find a circle C such that the smoothed rho never enters inside C.

2) Let us invert the smoothed rho about the circle C so that it now lies entirely within C. I claim that everywhere inside C the smoothed and inverted rho will have dimension 1 except at the center of C  where it has a point fractal dimension of 2.

I'm actually a physicist and don't have a great mathematical background but I believe the above claims are valid. Would you agree with them?  Is any of this is interesting or has it been covered many times before?

Thanks and I look forward  to any comments Chris
",A fractal object at origin but nowhere else: derived from Brownain motion
89146,"The cardinal equation $\kappa^{\aleph_0}=2^\kappa$ is satisfied by $\kappa=\aleph_0$. 

It is also satisfied by any $\kappa$ for which $MA(\kappa)$ holds. 

Under $GCH$ the equation is satisfied by $\kappa$ if and only if $cof(\kappa)=\aleph_0$.

So my question is:


  Is it consistent with $ZFC$ that the
  only solution to
  $\kappa^{\aleph_0}=2^\kappa$ is
  $\kappa=\aleph_0$?


I´m sorry if this is too basic but I just don´t see it.
",Is there always an uncountable $\kappa$ such that $\kappa^{\aleph_0}=2^\kappa$?
89147,"Hello 

I would like to ask for some explanation on some property of propositional sequent calculus. 
The sequent calculus that I use here follows that of Stephen Cook in ""Logical Foundations of Proof Complexity"". A pdf draft of that book can be found at his website: http://www.cs.toronto.edu/~sacook/

Definition: A PK-proof \pi of a sequent S from \Phi where \Phi is a set of sequents is said to be anchored if every cut formula in \pi occurs as a formula of some sequent in \Phi. 

Proposition: If \pi is an anchored PK-proof of a sequent S from \Phi then every formula in every sequent of \pi either occurs as a formula in some sequent in \Phi or is a subformula of some formula in S.

The proof is supposed to be by induction on the number of sequents in \pi. However I am 
stuck in the induction step. Could someone please help me as I would really like to understand that proof. 

Thank you! 
",subformula property (anchored proofs)
89148,"In the study of Boolean functions the hypercontractive inequality enables one to bound from above the norm of $Tf$ by some norm of $f$ where $T$ is the noise operator depending on the noise parameter. This can be written in terms of the Fourier transform of $f$ as (in a special case of $q=2$):

$\left( \sum\limits_{S \subseteq [n]} (p - 1)^{|S|} \widehat{f}(S)^2 \right)^{1/2} \leq \left( \frac{1}{2^n} \sum\limits_{x \in (01)^n} |f(x)|^p \right)^{1/p}$

However this involves all Fourier levels of $f$. In the application I have in mind I'm interested only in bounding the norm of the first level of $f$ i.e. restricting the sum on the left to $|S| = 1$. Is it possible to give any inequality of this kind probably with a different right hand side (but still involving some information about the norm of $f$) and some additional assumptions on $f$? If it's impossible for some trivial reasons let me know anyway.

Here I'd be mostly interested in matrix-valued Boolean functions (see for example http://arxiv.org/abs/0705.3806) although any answer would be appreciated.
",Inequality for the first Fourier level of a Boolean function
89152,"
  Suppose $f:X\to Y$ is a flat morphism of schemes. If $X$ is smooth at $x$ must $Y$ be smooth at $f(x)$?


If $f$ is locally finitely presented then it is open (using EGA IV 1.10.4) so after replacing $Y$ by $f(X)$ we can assume $f$ is faithfully flat. I'd be happy to understand even the case where $X$ and $Y$ are local:


  Suppose $R$ and $S$ are local rings and $R\to S$ is a local homomorphism with $S$ (faithfully) flat over $R$. If $S$ is regular must $R$ be regular?


Note that I'm not asking if smoothness is ""flat local""; there are certainly flat morphisms from singular things to smooth things (e.g. $k[xy]/(x^2-y^2)$ is flat over $k[x]$). The question is whether there are flat morphisms from smooth schemes which hit singular points.
",Does smoothness descend along flat morphisms?
89157,"I'm interested in the theory of additive monads but I can't find much so does exist a source?

My interest came in the sense of n-lab that is a monad over an additive category such its endofunctor is an additive functor. I'm interested in the study of additive categories particurarly small abelian and Grothendieck categories.
",Is there a survey of additive monads?
89159,"Hello considering that for real numbers the intersection of intervals defined by simple inequalities has a quite simple form as
$$
\bigcap_i\{x|x\leq a_i\}=\{x|x\leq\min_i{a_i}\}
$$

However what is the case if the variables are chosen as Hermitian matrices and the interval defined by inequality is replaced with the convex cone defined by the generalized inequality?

All variables in following are assumed to be Hermitian matrices.

To be specific define the generalize inequality $X\preceq A_i$ to denote that $X-A_i$ is negative semi-definite then $\{X|X\preceq A_i\}$ defines a convex cone in the Hermitian matrix space.

Is there any result about the intersection of these cones? To say can the following set be simplified?
$$
\bigcap_i\{X|X\preceq A_i\}
$$

When does there exist such an $A$ to satisfy $\{X|X\preceq A\}=\bigcap_i\{X|X\preceq A_i\}$?

Or how to describe the geometry of the intersection of such cones?

Any suggestion or comment on this question will be appreciated and thanks very much for your help!

==================================================================================

Acknowledgement and more questions about Suvrit's comment:

Thanks to Suvrit for your suggestion! Your comment provides a good way to think about this problem. However I thought about your method but the problem seems to be more complicated than expected.

Take an example for illustration. Denote $\mathcal{C}(A)=\{X|X\preceq A\}$ then if I want to solve
\begin{eqnarray}
\min_X&amp;&amp;f(X)\\
\mathrm{s.t.}&amp;&amp;X\in\mathcal{C}(A_1)\cap\mathcal{C}(A_2)\cap\mathcal{C}(A_3)
\end{eqnarray}
by first solve $\min_{X_1\in\mathcal{C}(A_1)\cap\mathcal{C}(A_2)} f(X_1)$ and then $\min_{X_2\in\mathcal{C}(X_1)\cap\mathcal{C}(A_3)}f(X_2)$ the solution in deed satisfies the constraints due to
$$\mathcal{C}(X_1)\cap\mathcal{C}(A_3)\subseteq\mathcal{C}(A_1)\cap\mathcal{C}(A_2)\cap\mathcal{C}(A_3).$$
However these two sets are not identical and thus the optimal solution in $\mathcal{C}(X_1)\cap\mathcal{C}(A_3)$ is not guaranteed to be also optimal in $\mathcal{C}(A_1)\cap\mathcal{C}(A_2)\cap\mathcal{C}(A_3)$.

I think the difficulty of this problem results from the complex structure of the intersections of cones $\bigcap_i\mathcal{C}(A_i)$. Do you have some more suggestions about this problem?

Thank you very much for your help!
",What is the geometry of the intersection of some cones defined by generalized inequalities?
89161,"Imagine two particles -- whose paths I would like to describe
as functions $a(t)$ and $b(t)$ -- that travel (for $0 \leq t \leq 1$)
in a straight line directly towards each other say along the x axis
in 3-space approaching the origin.  Then at time say $0 &lt; t_1 &lt;
1$ they encounter a sphere of diameter $d$ centered at the origin
at which point the particles move about the surface of the sphere via
a ""3-dimensional sine-wave"" like a corkscrew always maintaining a
distance $d$ from each other as the travel around the sphere.
Finally at time $t_2 \in (t_1 1)$ they arrive at the x-axis on the
opposite pole of the sphere from which they entered and exit the
sphere travelling along the x-axis continuing along their original
straight line course until $t = 1$.

Question:
Could someone please help me write down the functions $a(t)$ and
$b(t)$ that describe the motion of these two particles?
",What is the correct parametrization of the paths of these two particles?
89163,"hi

are there some references when solving the complex monge ampere equation along totally real submanifolds of some compact (with boundary or without) complex manifold. i know that there are a lot of references when solving the dirichlet problem on compact complex manifolds with boundary. but now along some submanifold ? and what about in the inhomogenous case ? i am more interested in that. hope for answers.

william
",monge ampere equation along totally real submanifolds
89166,"Let G be a group of exponent n and m-generated. 
Suppose further that every finite quotient of the Burnside group B(mn) can be occurred as a finite quotient of G. Can we say that G≅B(mn) ?
",quotient of Burnside group
89168,"Hi! 
Let $\gamma_1$ denote the twisted line bundle over $S^1$ and add a trivial $(2k-1)$-bundle $\mathbb{R}^{2k-1}$. Consider the projective bundle $P(\gamma_1 \oplus \mathbb{R}^{2k-1})$ over $S^1$. Is it true that the first Stiefel-Whitney class of this bundle is $q^*(w_1)$ and all other vanish? Here $q$ denotes the projection from the total space of the projective bundle to $S^1$ and $w_1$ is the first Stiefel-Whitney class of $\gamma_1$. 

EDIT: The question is about the tangential Stiefel-Whitney classes of the total space of $P(\gamma_1 \oplus \mathbb{R}^{2k-1})$.

best regards
",Stiefel-Whitney classes of a projective space bundle 
89170,"The following problem arises in a particular machine learning problem:

Assume that we have $n$ independent Bernoulli random variables with parameters $p_i$ e.g. $n=5$ and the $p$ vector is $(0.2 0.3 0.7 0.6 0.3)$. All possible realizations of the random variables form the corners of the $\lbrace 01\rbrace^n$-hypercube. There is one corner with highest probability (let's call it $c_\text{max}$) for $p=(0.2 0.3 0.7 0.6 0.3)$ we have  $c_\text{max} = (0 0 1 1 0)$. Every corner of the hypercube is thus associated with a probability let's call it $P^*$.

I am interested in the random variable $Z: \lbrace01\rbrace^n\rightarrow\lbrace0\dotsn\rbrace$ with $Z(c) = $ Hamming distance from $c$ to $c_\text{max}$. Thus I want to know the probability mass of $P^*$ at distance $1 2 \dots n$ from $c_\text{max}$. 

Brute-force traversal of the hypercube corners is out of the question for the problem sizes I'm considering  ($n > 100$). However I was thinking that there might by a clever (recursive?) way of exploiting the fact that the probabilities of neighboring corners differ by only one multiplicative factor of $p_i$ or $(1-p_i)$. 

Although I don't think that I'm the first to contemplate this problem a standard literature search has not revealed anything usable. Any algorithm ideas or pointers to the literature are much appreciated.

Thanks
Stephan
",Hamming distance distribution induced by binary hypercube
89171,"I would like to relate the (etale or singular) cohomology of a $G_m$-bundle $B$ over a variety $X$ over  an algebraically closed field with the one of $X$ ($X$ is a local complete intersection). Now we can present $B$ as the complement to $X$ of an $\mathbb{A}^1$-bundle $B'/X$; since (etale) cohomology is homotopy invariant we have $H^\ast(B')\cong H^*(X)$. Now similarly to the case when $X$ is smooth (see  the answer to http://mathoverflow.net/questions/86688/the-cohomology-of-a-g-m-bundle) I would like to write the Gysin long exact sequence. I suspect that I can do this in my case also since '$X$ is a nice subvariety of $B'$' (I should look at its normal bundle here?). Is this true? A related question: for a closed embedding $i$ when the Absolute Purity isomorphism is fulfilled? 
",On the cohomology of G_m-bundles and purity for singular varieties
89176,"The Hahn–Banach theorem states that: Given a sublinear functional $S: V \rightarrow \mathbb R$ if $T: U \rightarrow \mathbb R$ is a linear functional on a linear subspace $U \subseteq V$ that is dominated by $S$ on $U$ then there exists a linear extension of $T$ to $V$ that is dominated by $S$ on $V$.

Now let us consider a symmetric multisublinear (positively homogeneous and subadditive in every component) continous functional $S: V\times\cdots\times V \rightarrow\mathbb  R$ satisfying some good additionnal assumptions and a symmetric multilinear continous functional $T: U\times\cdots\times U \rightarrow \mathbb R$ that is dominated by $S$ on $U\times\cdots\times U$. Does there exist an extension of $T$ to $V\times\cdots\times V$ that is dominated by $S$ on $V\times\cdots\times V$?
",Hahn Banach Theorem for multisublinear functionals
89177,"I'll call a polynomial in $z_1..z_N$ cyclic if it is invariant under cyclic permutation of the indices. I hope that's standard terminology.

I have N complex numbers $(z_1...z_N)$. I want to be able to compute what they are up to cyclic permutation given the value of some set of cyclic polynomials. For example if $N=2$ and I know the values of $z_1+z_2$ and of $z_1z_2$ then I could compute $(z_1z_2)$ up to cyclic permutation. I imagine that there is a solution for general $N$. I also imagine that there is an algorithm that finds the solution from the given finite set of values. Floating point accuracy is good enough for me.

By using the symmetric polynomials I should be able to find the $z_i$ except for an arbitrary permutation of the indices but that's not good enough. (I use the word ""should"" because I don't know how one makes sure that some algorithm like Newton's method actually converges---one needs a good initial point.)

It would be nice to be able to do this with exactly N cyclic polynomials as in the case N=2.
Is the problem any easier if you are allowed to use polynomials in both $z_i$ and its conjugate $\overline{z_i}$: they still have to be invariant under cyclic permutation of the indices?
",cyclic polynomials and their solutions
89178,"Let $G$ and $\Gamma$ be discrete groups and let $\phi\colon\thinspace G\to \Gamma$ be a homomorphism.

Define its cohomological dimension $\operatorname{cd}\phi$ to be the least integer $d$ such that $\phi^\ast\colon H^i(\Gamma;M)\to H^i(G;M)$ is the zero homomorphism for all $i>d$ and all $\Gamma$-modules $M$ (where $M$ is regarded as a $G$-module via $\phi$).

Given that cohomological dimension of groups is such a well-studied invariant I would have expected to find references to this relative notion in the literature. Alas I cannot.


  Are there any references considering cohomological dimension of homomorphisms?


and more specifically


  Does anyone know an example of a surjective homomorphism $\phi$ as above for which
  $$\operatorname{cd} \phi &lt; \min\lbrace \operatorname{cd}G \operatorname{cd} \Gamma \rbrace?$$


EDIT: Thanks to Tom and Ralph's answers I have been able to prove the following precise statement:

Let 
$$ 1\to  A \to  G \stackrel{\phi}{\to} \Gamma \to 1$$
be a central extension where $H_\ast(A)$ is free and of finite type and $\Gamma$ is a duality group with $\operatorname{cd}\Gamma = n$. Then $\operatorname{cd}\phi = n$.

Proof. We will show that $0\neq \phi^\ast\colon\thinspace H^n(\Gamma;\mathbb{Z}\Gamma)\to H^n(G;\mathbb{Z}\Gamma)$. This follows from the Lyndon-Hochschild-Serre spectral sequence. Since the action of $\Gamma$ on $A$ is trivial and $\mathbb{Z}\Gamma$ is a trivial $A$-module the $E_2$ term has
$$H^p(\Gamma;H^q(A;\mathbb{Z}\Gamma))\cong H^p(\Gamma;H^q(A)\otimes\mathbb{Z}\Gamma)$$
in the $(pq)$-position. Since $\Gamma$ is a duality group this is zero for $p\neq n$. Hence there are no non-trivial differentials and the edge homomorphism
$$\phi^\ast\colon\thinspace H^n(\Gamma;\mathbb{Z}\Gamma) \to H^n(G;\mathbb{Z}\Gamma)$$
is an isomorphism. $\Box$

Tom's answer shows that either centrality or finite type is necessary in the above statement. I haven't accepted it yet because I'm hoping someone will give an example with $\operatorname{cd} G &lt;\infty$.
",Cohomological dimension of a homomorphism
89179,"So I'm looking at a diffusion process with killing with a state- and time-dependent killing rate. This is described in Oksendal's Stochastic differential equations pages 143-145 ""The Feynman-Kac Formula. Killing"". Basically you have a generator
$$
L f =  -\sum_i \frac{\partial }{\partial x_i} A_i(xt) f(x) + \frac{1}{2} \sum_{ij} \frac{\partial^2}{\partial x_i \partial x_j} B_{ij}(xt) f(x) - c(xt)f(x)
$$
and this corresponds to a process with drift $A$ diffusion $B$ and a killing rate given by $c(xt)$.

However no one mentions if the killing rate can be time-dependent. The demonstration uses the stochastic process
$$
Z_t = exp(-\int_0^t c(X_s)) ds
$$
with $dZ_t$ given by
$$
dZ_t = -Z_t c(X_t) dt.
$$
However if $c$ is a function of time too there would be an additional term in the differential right? Wikipedia's Feynman-Kac formula page (http://en.wikipedia.org/wiki/Feynman%E2%80%93Kac_formula) states the problem with a time-dependent potential $V(xt)$ but then goes on to drop this dependence throughout the page.
Can i go on to use the Feynman-Kac formula if the potential is time-dependent? Do I have to include some additional terms somewhere? My hunch is yes but I'm not sure how to derive the correct formulation!

Thanks to everyone! Man stochastic calculus can sure put knots in your brain!
",Is the Feynman-Kac formula valid for a time-dependent potential
89180,"Let L be a 2-dimensional lattice and P- a lattice polygon. Suppose it is triangulated into lattice tiangles. What are restrictions on their areas? For instance can a lattice triangle of even area always be divided into lattice triangles of area 1? Is there any general approach to such questions? 
",Triangulations of lattice polygons
89182,"why the concept of compactly (or well) generated in triangulated categories is introduced?
", why the concept of compactly (or well) generated in triangulated categories is introduced?. 
